SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,107 Shady Arbor,Irvine,CA,92618,4498888,5,5.5,LGA - Laguna Altura,5923,8695,2016,49,760,391,Active,,,http://www.redfin.com/CA/Irvine/107-Shady-Arbor-92618/home/112725446,CRMLS,OC18244620,N,Y,33.6312726,-117.7550501
MLS Listing,,Single Family Residential,123 Wanderer,Irvine,CA,92618,1299000,4,4.5,PS - Portola Springs,2799,3627,2018,49,464,134,Active,,,http://www.redfin.com/CA/IRVINE/123-WANDERER-92618/home/143912255,CRMLS,OC18242460,N,Y,33.665242,-117.7490656
MLS Listing,,Condo/Co-op,192 Follyhatch,Irvine,CA,92618,845800,3,2.0,GP - Great Park,1820,,2018,51,465,395,Active,,,http://www.redfin.com/CA/Irvine/192-Follyhatch-92618/home/146181764,CRMLS,OC18243607,N,Y,33.6894427,-117.7372591
MLS Listing,,Condo/Co-op,74 Renewal,Irvine,CA,92618,675000,2,2.5,PS - Portola Springs,1614,,2017,52,418,315,Active,,,http://www.redfin.com/CA/Irvine/74-Renewal-92618/home/144012535,CRMLS,OC18242645,N,Y,33.701564,-117.72932
MLS Listing,,Single Family Residential,154 Palencia,Irvine,CA,92618,1358000,3,3.5,CV - Cypress Village,2425,3700,2018,53,560,290,Active,,,http://www.redfin.com/CA/Irvine/154-Palencia-92618/home/144672324,CRMLS,PW18241410,N,Y,33.677196,-117.749824
MLS Listing,,Single Family Residential,140 Catalyst,Irvine,CA,92618,1149990,4,4.0,699 - Not Defined,2937,2509,2018,55,392,217,Active,,,http://www.redfin.com/CA/Irvine/140-Catalyst-92618/home/147375820,CRMLS,CV18239332,N,Y,33.6817493,-117.7348887
MLS Listing,,Condo/Co-op,110 Firefly,Irvine,CA,92618,729000,3,3.5,PS - Portola Springs,1513,,2015,56,482,248,Active,,,http://www.redfin.com/CA/Irvine/110-Firefly-92618/home/69369353,CRMLS,OC18238108,N,Y,33.6998479,-117.7136466
MLS Listing,,Single Family Residential,56 Ray,Irvine,CA,92618,1839990,4,4.0,699 - Not Defined,4066,5040,2018,56,453,297,Active,,,http://www.redfin.com/CA/Irvine/56-Ray-92618/home/147370243,CRMLS,CV18238925,N,Y,33.6766184,-117.7110785
MLS Listing,,Condo/Co-op,30 Silverado,Irvine,CA,92618,950000,4,3.0,PS - Portola Springs,2398,3000,2013,56,396,324,Active,,,http://www.redfin.com/CA/Irvine/30-Silverado-92618/home/58557142,CRMLS,OC18238741,N,Y,33.6948508,-117.7176495
MLS Listing,,Single Family Residential,167 Fieldwood,Irvine,CA,92618,1790000,5,5.5,GP - Great Park,4186,6360,2013,56,428,195,Active,December-2-2018 01:00 PM,December-2-2018 04:00 PM,http://www.redfin.com/CA/Irvine/167-Fieldwood-92618/home/51684928,CRMLS,OC18235287,N,Y,33.6967612,-117.7257228
MLS Listing,,Single Family Residential,63 Kite,Irvine,CA,92618,1950830,5,5.5,699 - Not Defined,4356,5244,2018,56,448,295,Active,,,http://www.redfin.com/CA/Irvine/63-Kite-92618/home/145094313,CRMLS,PW18238430,N,Y,33.683573,-117.70928
MLS Listing,,Condo/Co-op,185 Excursion,Irvine,CA,92618,798000,3,3.0,PS - Portola Springs,1542,,2016,59,518,348,Active,,,http://www.redfin.com/CA/Irvine/185-Excursion-92618/home/147310968,CRMLS,PW18237317,N,Y,33.6886809,-117.7147295
MLS Listing,,Condo/Co-op,140 Excursion,Irvine,CA,92618,887000,3,3.5,PS - Portola Springs,1855,,2016,60,478,232,Active,,,http://www.redfin.com/CA/Irvine/140-Excursion-92618/home/147298993,CRMLS,PW18230272,N,Y,33.6887394,-117.7146715
MLS Listing,,Single Family Residential,101 Crossover,Irvine,CA,92618,1734990,5,5.5,GP - Great Park,3983,7757,2018,60,436,215,Active,,,http://www.redfin.com/CA/Irvine/101-Crossover-92618/home/147296191,CRMLS,CV18235662,N,Y,33.665242,-117.7490656
MLS Listing,,Single Family Residential,103 Crossover,Irvine,CA,92618,1702990,4,4.5,GP - Great Park,3740,5526,2018,60,455,215,Active,,,http://www.redfin.com/CA/Irvine/103-Crossover-92618/home/147296130,CRMLS,CV18235629,N,Y,33.665242,-117.7490656
MLS Listing,,Townhouse,727 Beacon,Irvine,CA,92618,1260000,3,3.0,GP - Great Park,2197,3000,2018,60,574,450,Active,,,http://www.redfin.com/CA/Irvine/727-Beacon-92618/home/147293975,CRMLS,OC18235377,N,Y,33.680637,-117.7374846
MLS Listing,,Condo/Co-op,318 Bronze,Irvine,CA,92618,1030000,4,3.0,WD - Woodbury,2481,,2011,66,415,134,Active,,,http://www.redfin.com/CA/Irvine/318-Bronze-92618/home/28931691,CRMLS,OC18231499,N,Y,33.6904419,-117.743169
MLS Listing,,Single Family Residential,78 Eider Run,Irvine,CA,92618,2500000,5,5.5,699 - Not Defined,5416,7156,2018,66,462,295,Active,,,http://www.redfin.com/CA/Irvine/78-Eider-Run-92618/home/147161619,CRMLS,CV18231416,N,Y,33.6841798,-117.708704
MLS Listing,,Condo/Co-op,197 Excursion,Irvine,CA,92618,765000,3,3.0,PS - Portola Springs,1542,,2016,68,496,348,Active,,,http://www.redfin.com/CA/Irvine/197-Excursion-92618/home/143915219,CRMLS,OC18227612,N,Y,33.6871854,-117.7162029
MLS Listing,,Single Family Residential,66 Peacevine,Irvine,CA,92618,2188000,5,5.5,PS - Portola Springs,4065,6458,2013,69,538,383,Active,,,http://www.redfin.com/CA/Irvine/66-Peacevine-92618/home/51682100,CRMLS,IV18227654,N,Y,33.7025512,-117.7156426
MLS Listing,,Condo/Co-op,46 Scarlet Bloom,Irvine,CA,92618,615000,1,1.5,PS - Portola Springs,957,1000,2006,71,643,212,Active,,,http://www.redfin.com/CA/Irvine/46-Scarlet-Bloom-92618/home/17471210,CRMLS,OC18226592,N,Y,33.6939046,-117.7169588
MLS Listing,,Single Family Residential,12 Japonica,Irvine,CA,92618,1508888,4,3.0,OC - Oak Creek,3128,5636,1999,72,482,159,Active,,,http://www.redfin.com/CA/Irvine/12-Japonica-92618/home/4746726,CRMLS,PW18225772,N,Y,33.6636074,-117.7792763
MLS Listing,,Single Family Residential,122 Palencia,Irvine,CA,92618,1219990,3,3.5,699 - Not Defined,2225,3500,2018,73,548,285,Active,,,http://www.redfin.com/CA/Irvine/122-Palencia-92618/home/147068713,CRMLS,CV18225832,N,Y,33.665242,-117.7490656
MLS Listing,,Single Family Residential,146 Palencia,Irvine,CA,92618,1058990,2,2.5,699 - Not Defined,1849,3700,2018,73,573,285,Active,,,http://www.redfin.com/CA/Irvine/151-Palencia-92618/home/147068691,CRMLS,CV18225823,N,Y,33.6749995,-117.7495483
MLS Listing,,Condo/Co-op,209 Carlow,Irvine,CA,92618,872990,2,2.0,699 - Not Defined,1910,1910,2018,73,457,453,Active,,,http://www.redfin.com/CA/Irvine/209-Carlow-92618/home/145269176,CRMLS,CV18225802,N,Y,33.677196,-117.749824
